"species","genus","family"
"Onobrychis argentea","Onobrychis","Fabaceae"
"Onobrychis caput-galli","Onobrychis","Fabaceae"
"Onobrychis crista-galli","Onobrychis","Fabaceae"
"Onobrychis montana","Onobrychis","Fabaceae"
"Onobrychis pyrenaica","Onobrychis","Fabaceae"
"Onobrychis saxatilis","Onobrychis","Fabaceae"
"Onobrychis supina","Onobrychis","Fabaceae"
"Onobrychis viciifolia","Onobrychis","Fabaceae"
"Ononis alopecuroides","Ononis","Fabaceae"
"Ononis aragonensis","Ononis","Fabaceae"
"Ononis arvensis","Ononis","Fabaceae"
"Ononis breviflora","Ononis","Fabaceae"
"Ononis cristata","Ononis","Fabaceae"
"Ononis diffusa","Ononis","Fabaceae"
"Ononis fruticosa","Ononis","Fabaceae"
"Ononis minutissima","Ononis","Fabaceae"
"Ononis mitissima","Ononis","Fabaceae"
"Ononis natrix","Ononis","Fabaceae"
"Ononis ornithopodioides","Ononis","Fabaceae"
"Ononis pubescens","Ononis","Fabaceae"
"Ononis pusilla","Ononis","Fabaceae"
"Ononis ramosissima","Ononis","Fabaceae"
"Ononis reclinata","Ononis","Fabaceae"
"Ononis rotundifolia","Ononis","Fabaceae"
"Ononis spinosa","Ononis","Fabaceae"
"Ononis striata","Ononis","Fabaceae"
"Ononis variegata","Ononis","Fabaceae"
"Ononis viscosa","Ononis","Fabaceae"
"Onopordum acanthium","Onopordum","Asteraceae"
"Onopordum acaulon","Onopordum","Asteraceae"
"Onopordum eriocephalum","Onopordum","Asteraceae"
"Onopordum horridum","Onopordum","Asteraceae"
"Onopordum illyricum","Onopordum","Asteraceae"
"Onopordum tauricum","Onopordum","Asteraceae"
"Onosma arenaria","Onosma","Boraginaceae"
"Onosma helvetica","Onosma","Boraginaceae"
"Onosma pseudoarenaria","Onosma","Boraginaceae"
"Onosma tricerosperma","Onosma","Boraginaceae"
"Ophioglossum azoricum","Ophioglossum","Ophioglossaceae"
"Ophioglossum lusitanicum","Ophioglossum","Ophioglossaceae"
"Ophioglossum vulgatum","Ophioglossum","Ophioglossaceae"
"Ophrys aegirtica","Ophrys","Orchidaceae"
"Ophrys annae","Ophrys","Orchidaceae"
"Ophrys apifera","Ophrys","Orchidaceae"
"Ophrys arachnitiformis","Ophrys","Orchidaceae"
"Ophrys aranifera","Ophrys","Orchidaceae"
"Ophrys argensonensis","Ophrys","Orchidaceae"
"Ophrys aveyronensis","Ophrys","Orchidaceae"
"Ophrys aymoninii","Ophrys","Orchidaceae"
"Ophrys bertolonii","Ophrys","Orchidaceae"
"Ophrys bombyliflora","Ophrys","Orchidaceae"
"Ophrys catalaunica","Ophrys","Orchidaceae"
"Ophrys conradiae","Ophrys","Orchidaceae"
"Ophrys corbariensis","Ophrys","Orchidaceae"
"Ophrys exaltata","Ophrys","Orchidaceae"
"Ophrys fuciflora","Ophrys","Orchidaceae"
"Ophrys funerea","Ophrys","Orchidaceae"
"Ophrys fusca","Ophrys","Orchidaceae"
"Ophrys incubacea","Ophrys","Orchidaceae"
"Ophrys insectifera","Ophrys","Orchidaceae"
"Ophrys iricolor","Ophrys","Orchidaceae"
"Ophrys lutea","Ophrys","Orchidaceae"
"Ophrys marmorata","Ophrys","Orchidaceae"
"Ophrys morisii","Ophrys","Orchidaceae"
"Ophrys passionis","Ophrys","Orchidaceae"
"Ophrys philippi","Ophrys","Orchidaceae"
"Ophrys provincialis","Ophrys","Orchidaceae"
"Ophrys saratoi","Ophrys","Orchidaceae"
"Ophrys scolopax","Ophrys","Orchidaceae"
"Ophrys speculum","Ophrys","Orchidaceae"
"Ophrys subinsectifera","Ophrys","Orchidaceae"
"Ophrys tenthredinifera","Ophrys","Orchidaceae"
"Ophrys vasconica","Ophrys","Orchidaceae"
"Ophrys vetula","Ophrys","Orchidaceae"
"Ophrys virescens","Ophrys","Orchidaceae"
"Opopanax chironium","Opopanax","Apiaceae"
"Opuntia elatior","Opuntia","Cactaceae"
"Opuntia dillenii","Opuntia","Cactaceae"
"Opuntia engelmannii","Opuntia","Cactaceae"
"Opuntia ficus-indica","Opuntia","Cactaceae"
"Opuntia humifusa","Opuntia","Cactaceae"
"Cylindropuntia imbricata","Cylindropuntia","Cactaceae"
"Opuntia macrorhiza","Opuntia","Cactaceae"
"Opuntia microdasys","Opuntia","Cactaceae"
"Opuntia monacantha","Opuntia","Cactaceae"
"Opuntia phaeacantha","Opuntia","Cactaceae"
"Opuntia robusta","Opuntia","Cactaceae"
"Opuntia stricta","Opuntia","Cactaceae"
"Orbea variegata","Orbea","Apocynaceae"
"Orchis anthropophora","Orchis","Orchidaceae"
"Orchis langei","Orchis","Orchidaceae"
"Orchis mascula","Orchis","Orchidaceae"
"Orchis militaris","Orchis","Orchidaceae"
"Orchis olbiensis","Orchis","Orchidaceae"
"Orchis pallens","Orchis","Orchidaceae"
"Orchis pauciflora","Orchis","Orchidaceae"
"Orchis provincialis","Orchis","Orchidaceae"
"Orchis purpurea","Orchis","Orchidaceae"
"Orchis simia","Orchis","Orchidaceae"
"Orchis spitzelii","Orchis","Orchidaceae"
"Oreochloa disticha","Oreochloa","Poaceae"
"Oreochloa seslerioides","Oreochloa","Poaceae"
"Oreopteris limbosperma","Oreopteris","Thelypteridaceae"
"Oreoselinum nigrum","Oreoselinum","Apiaceae"
"Origanum dictamnus","Origanum","Lamiaceae"
"Origanum majorana","Origanum","Lamiaceae"
"Origanum onites","Origanum","Lamiaceae"
"Origanum vulgare","Origanum","Lamiaceae"
"Orlaya grandiflora","Orlaya","Apiaceae"
"Orlaya platycarpos","Orlaya","Apiaceae"
"Ornithogalum divergens","Ornithogalum","Asparagaceae"
"Ornithogalum exscapum","Ornithogalum","Asparagaceae"
"Ornithogalum kochii","Ornithogalum","Asparagaceae"
"Ornithogalum orthophyllum","Ornithogalum","Asparagaceae"
"Ornithogalum umbellatum","Ornithogalum","Asparagaceae"
"Ornithopus compressus","Ornithopus","Fabaceae"
"Ornithopus perpusillus","Ornithopus","Fabaceae"
"Ornithopus pinnatus","Ornithopus","Fabaceae"
"Ornithopus sativus","Ornithopus","Fabaceae"
"Orobanche alba","Orobanche","Orobanchaceae"
"Orobanche alsatica","Orobanche","Orobanchaceae"
"Orobanche amethystea","Orobanche","Orobanchaceae"
"Orobanche artemisii-campestris","Orobanche","Orobanchaceae"
"Orobanche bartlingii","Orobanche","Orobanchaceae"
"Orobanche caryophyllacea","Orobanche","Orobanchaceae"
"Orobanche cernua","Orobanche","Orobanchaceae"
"Orobanche crenata","Orobanche","Orobanchaceae"
"Orobanche cyrnea","Orobanche","Orobanchaceae"
"Orobanche elatior","Orobanche","Orobanchaceae"
"Orobanche flava","Orobanche","Orobanchaceae"
"Orobanche fuliginosa","Orobanche","Orobanchaceae"
"Orobanche gracilis","Orobanche","Orobanchaceae"
"Orobanche grenieri","Orobanche","Orobanchaceae"
"Orobanche haenseleri","Orobanche","Orobanchaceae"
"Orobanche hederae","Orobanche","Orobanchaceae"
"Orobanche centaurina","Orobanche","Orobanchaceae"
"Orobanche laserpitii-sileris","Orobanche","Orobanchaceae"
"Orobanche leptantha","Orobanche","Orobanchaceae"
"Orobanche lutea","Orobanche","Orobanchaceae"
"Orobanche lycoctoni","Orobanche","Orobanchaceae"
"Orobanche minor","Orobanche","Orobanchaceae"
"Orobanche montserratii","Orobanche","Orobanchaceae"
"Orobanche picridis-hieracioidis","Orobanche","Orobanchaceae"
"Orobanche pubescens","Orobanche","Orobanchaceae"
"Orobanche rapum-genistae","Orobanche","Orobanchaceae"
"Orobanche reticulata","Orobanche","Orobanchaceae"
"Orobanche rigens","Orobanche","Orobanchaceae"
"Orobanche salviae","Orobanche","Orobanchaceae"
"Orobanche sanguinea","Orobanche","Orobanchaceae"
"Orobanche santolinae","Orobanche","Orobanchaceae"
"Orobanche serbica","Orobanche","Orobanchaceae"
"Orobanche staehelinae","Orobanche","Orobanchaceae"
"Orobanche teucrii","Orobanche","Orobanchaceae"
"Orthilia secunda","Orthilia","Ericaceae"
"Oryza sativa","Oryza","Poaceae"
"Osmunda regalis","Osmunda","Osmundaceae"
"Osteospermum ecklonis","Osteospermum","Asteraceae"
"Carpinus ostrya","Carpinus","Betulaceae"
"Osyris alba","Osyris","Santalaceae"
"Othocallis amoena","Othocallis","Asparagaceae"
"Oxalis acetosella","Oxalis","Oxalidaceae"
"Oxalis articulata","Oxalis","Oxalidaceae"
"Oxalis bowiei","Oxalis","Oxalidaceae"
"Oxalis corniculata","Oxalis","Oxalidaceae"
"Oxalis debilis","Oxalis","Oxalidaceae"
"Oxalis dillenii","Oxalis","Oxalidaceae"
"Oxalis stricta","Oxalis","Oxalidaceae"
"Oxalis latifolia","Oxalis","Oxalidaceae"
"Oxalis pes-caprae","Oxalis","Oxalidaceae"
"Oxybasis chenopodioides","Oxybasis","Amaranthaceae"
"Oxybasis glauca","Oxybasis","Amaranthaceae"
"Oxybasis rubra","Oxybasis","Amaranthaceae"
"Oxybasis urbica","Oxybasis","Amaranthaceae"
"Oxyria digyna","Oxyria","Polygonaceae"
"Oxytropis amethystea","Oxytropis","Fabaceae"
"Oxytropis campestris","Oxytropis","Fabaceae"
"Oxytropis fetida","Oxytropis","Fabaceae"
"Oxytropis foucaudii","Oxytropis","Fabaceae"
"Oxytropis halleri","Oxytropis","Fabaceae"
"Oxytropis helvetica","Oxytropis","Fabaceae"
"Oxytropis jacquinii","Oxytropis","Fabaceae"
"Oxytropis lapponica","Oxytropis","Fabaceae"
"Oxytropis neglecta","Oxytropis","Fabaceae"
"Oxytropis pilosa","Oxytropis","Fabaceae"
"Oxytropis xerophila","Oxytropis","Fabaceae"
"Pachypleurum mutellinoides","Pachypleurum","Apiaceae"
"Paeonia corsica","Paeonia","Paeoniaceae"
"Paeonia mascula","Paeonia","Paeoniaceae"
"Paeonia morisii","Paeonia","Paeoniaceae"
"Paeonia officinalis","Paeonia","Paeoniaceae"
"Paliurus spina-christi","Paliurus","Rhamnaceae"
"Pallenis maritima","Pallenis","Asteraceae"
"Pallenis spinosa","Pallenis","Asteraceae"
"Pancratium illyricum","Pancratium","Amaryllidaceae"
"Pancratium maritimum","Pancratium","Amaryllidaceae"
"Panicum capillare","Panicum","Poaceae"
"Panicum dichotomiflorum","Panicum","Poaceae"
"Panicum hillmanii","Panicum","Poaceae"
"Panicum miliaceum","Panicum","Poaceae"
"Panicum repens","Panicum","Poaceae"
"Panicum schinzii","Panicum","Poaceae"
"Panicum virgatum","Panicum","Poaceae"
"Oreomecon alpina","Oreomecon","Papaveraceae"
"Papaver cambricum","Papaver","Papaveraceae"
"Papaver dubium","Papaver","Papaveraceae"
"Roemeria hispida","Roemeria","Papaveraceae"
"Papaver pinnatifidum","Papaver","Papaveraceae"
"Papaver rhoeas","Papaver","Papaveraceae"
"Papaver somniferum","Papaver","Papaveraceae"
"Paradisea liliastrum","Paradisea","Asparagaceae"
"Paragymnopteris marantae","Paragymnopteris","Pteridaceae"
"Parapholis filiformis","Parapholis","Poaceae"
"Parapholis incurva","Parapholis","Poaceae"
"Parapholis marginata","Parapholis","Poaceae"
"Parapholis strigosa","Parapholis","Poaceae"
"Paraserianthes lophantha","Paraserianthes","Fabaceae"
"Cynoglossum cheirifolium","Cynoglossum","Boraginaceae"
"Parentucellia latifolia","Parentucellia","Orobanchaceae"
"Bellardia viscosa","Bellardia","Orobanchaceae"
"Parietaria judaica","Parietaria","Urticaceae"
"Parietaria lusitanica","Parietaria","Urticaceae"
"Parietaria officinalis","Parietaria","Urticaceae"
"Paris quadrifolia","Paris","Melanthiaceae"
"Parnassia palustris","Parnassia","Celastraceae"
"Paronychia arabica","Paronychia","Caryophyllaceae"
"Paronychia argentea","Paronychia","Caryophyllaceae"
"Paronychia capitata","Paronychia","Caryophyllaceae"
"Paronychia echinulata","Paronychia","Caryophyllaceae"
"Paronychia kapela","Paronychia","Caryophyllaceae"
"Paronychia polygonifolia","Paronychia","Caryophyllaceae"
"Parthenocissus inserta","Parthenocissus","Vitaceae"
"Parthenocissus quinquefolia","Parthenocissus","Vitaceae"
"Parthenocissus tricuspidata","Parthenocissus","Vitaceae"
"Paspalum dilatatum","Paspalum","Poaceae"
"Paspalum distichum","Paspalum","Poaceae"
"Paspalum notatum","Paspalum","Poaceae"
"Paspalum paucispicatum","Paspalum","Poaceae"
"Paspalum vaginatum","Paspalum","Poaceae"
"Passiflora caerulea","Passiflora","Passifloraceae"
"Pastinaca kochii","Pastinaca","Apiaceae"
"Pastinaca sativa","Pastinaca","Apiaceae"
"Patzkea durandoi","Patzkea","Poaceae"
"Patzkea paniculata","Patzkea","Poaceae"
"Paulownia tomentosa","Paulownia","Paulowniaceae"
"Pedicularis ascendens","Pedicularis","Orobanchaceae"
"Pedicularis cenisia","Pedicularis","Orobanchaceae"
"Pedicularis comosa","Pedicularis","Orobanchaceae"
"Pedicularis foliosa","Pedicularis","Orobanchaceae"
"Pedicularis gyroflexa","Pedicularis","Orobanchaceae"
"Pedicularis kerneri","Pedicularis","Orobanchaceae"
"Pedicularis mixta","Pedicularis","Orobanchaceae"
"Pedicularis palustris","Pedicularis","Orobanchaceae"
"Pedicularis pyrenaica","Pedicularis","Orobanchaceae"
"Pedicularis recutita","Pedicularis","Orobanchaceae"
"Pedicularis rosea","Pedicularis","Orobanchaceae"
"Pedicularis rostratospicata","Pedicularis","Orobanchaceae"
"Pedicularis sylvatica","Pedicularis","Orobanchaceae"
"Pedicularis tuberosa","Pedicularis","Orobanchaceae"
"Pedicularis verticillata","Pedicularis","Orobanchaceae"
"Peganum harmala","Peganum","Nitrariaceae"
"Pelargonium inquinans","Pelargonium","Geraniaceae"
"Pelargonium zonale","Pelargonium","Geraniaceae"
"Peltaria alliacea","Peltaria","Brassicaceae"
"Pentaglottis sempervirens","Pentaglottis","Boraginaceae"
"Perideridia americana","Perideridia","Apiaceae"
"Periploca graeca","Periploca","Apocynaceae"
"Salvia yangii","Salvia","Lamiaceae"
"Persicaria amphibia","Persicaria","Polygonaceae"
"Persicaria decipiens","Persicaria","Polygonaceae"
"Persicaria hydropiper","Persicaria","Polygonaceae"
"Persicaria lapathifolia","Persicaria","Polygonaceae"
"Persicaria maculosa","Persicaria","Polygonaceae"
"Persicaria minor","Persicaria","Polygonaceae"
"Persicaria dubia","Persicaria","Polygonaceae"
"Persicaria orientalis","Persicaria","Polygonaceae"
"Petasites albus","Petasites","Asteraceae"
"Petasites hybridus","Petasites","Asteraceae"
"Petasites paradoxus","Petasites","Asteraceae"
"Petasites pyrenaicus","Petasites","Asteraceae"
"Petrocallis pyrenaica","Petrocallis","Brassicaceae"
"Petrocoptis pyrenaica","Petrocoptis","Caryophyllaceae"
"Petrorhagia nanteuilii","Petrorhagia","Caryophyllaceae"
"Petrorhagia prolifera","Petrorhagia","Caryophyllaceae"
"Petrorhagia saxifraga","Petrorhagia","Caryophyllaceae"
"Petrorhagia dubia","Petrorhagia","Caryophyllaceae"
"Petroselinum crispum","Petroselinum","Apiaceae"
"Peucedanum coriaceum","Peucedanum","Apiaceae"
"Peucedanum gallicum","Peucedanum","Apiaceae"
"Peucedanum officinale","Peucedanum","Apiaceae"
"Peucedanum paniculatum","Peucedanum","Apiaceae"
"Phacelia tanacetifolia","Phacelia","Hydrophyllaceae"
"Phagnalon rupestre","Phagnalon","Asteraceae"
"Phagnalon saxatile","Phagnalon","Asteraceae"
"Phagnalon sordidum","Phagnalon","Asteraceae"
"Phalaris aquatica","Phalaris","Poaceae"
"Phalaris arundinacea","Phalaris","Poaceae"
"Phalaris brachystachys","Phalaris","Poaceae"
"Phalaris canariensis","Phalaris","Poaceae"
"Phalaris coerulescens","Phalaris","Poaceae"
"Phalaris minor","Phalaris","Poaceae"
"Phalaris paradoxa","Phalaris","Poaceae"
"Phalaris truncata","Phalaris","Poaceae"
"Phaseolus coccineus","Phaseolus","Fabaceae"
"Phaseolus vulgaris","Phaseolus","Fabaceae"
"Phedimus spurius","Phedimus","Crassulaceae"
"Phedimus stellatus","Phedimus","Crassulaceae"
"Phegopteris connectilis","Phegopteris","Thelypteridaceae"
"Phelipanche arenaria","Phelipanche","Orobanchaceae"
"Phelipanche camphorosmae","Phelipanche","Orobanchaceae"
"Phelipanche cernua","Phelipanche","Orobanchaceae"
"Phelipanche lavandulacea","Phelipanche","Orobanchaceae"
"Phelipanche nana","Phelipanche","Orobanchaceae"
"Phelipanche olbiensis","Phelipanche","Orobanchaceae"
"Phelipanche purpurea","Phelipanche","Orobanchaceae"
"Phelipanche ramosa","Phelipanche","Orobanchaceae"
"Phelipanche rosmarina","Phelipanche","Orobanchaceae"
"Philadelphus coronarius","Philadelphus","Hydrangeaceae"
"Phillyrea angustifolia","Phillyrea","Oleaceae"
"Phillyrea latifolia","Phillyrea","Oleaceae"
"Phillyrea media","Phillyrea","Oleaceae"
"Phleum alpinum","Phleum","Poaceae"
"Phleum arenarium","Phleum","Poaceae"
"Phleum hirsutum","Phleum","Poaceae"
"Phleum nodosum","Phleum","Poaceae"
"Phleum paniculatum","Phleum","Poaceae"
"Phleum parviceps","Phleum","Poaceae"
"Phleum phleoides","Phleum","Poaceae"
"Phleum pratense","Phleum","Poaceae"
"Phleum rhaeticum","Phleum","Poaceae"
"Phleum subulatum","Phleum","Poaceae"
"Phlomis fruticosa","Phlomis","Lamiaceae"
"Phlomis herba-venti","Phlomis","Lamiaceae"
"Phlomis lychnitis","Phlomis","Lamiaceae"
"Phoenix canariensis","Phoenix","Arecaceae"
"Phoenix dactylifera","Phoenix","Arecaceae"
"Phragmites australis","Phragmites","Poaceae"
"Phyla nodiflora","Phyla","Verbenaceae"
"Phyllodoce caerulea","Phyllodoce","Ericaceae"
"Phyllostachys aurea","Phyllostachys","Poaceae"
"Phyllostachys aureosulcata","Phyllostachys","Poaceae"
"Phyllostachys bambusoides","Phyllostachys","Poaceae"
"Phyllostachys nigra","Phyllostachys","Poaceae"
"Phyllostachys violascens","Phyllostachys","Poaceae"
"Phyllostachys viridiglaucescens","Phyllostachys","Poaceae"
"Phyllostachys viridis","Phyllostachys","Poaceae"
"Physalis alkekengi","Physalis","Solanaceae"
"Physalis ixocarpa","Physalis","Solanaceae"
"Physalis peruviana","Physalis","Solanaceae"
"Physalis philadelphica","Physalis","Solanaceae"
"Physalis viscosa","Physalis","Solanaceae"
"Physocarpus opulifolius","Physocarpus","Rosaceae"
"Physospermum cornubiense","Physospermum","Apiaceae"
"Physostegia virginiana","Physostegia","Lamiaceae"
"Phyteuma betonicifolium","Phyteuma","Campanulaceae"
"Phyteuma charmelii","Phyteuma","Campanulaceae"
"Phyteuma cordatum","Phyteuma","Campanulaceae"
"Phyteuma gallicum","Phyteuma","Campanulaceae"
"Phyteuma globulariifolium","Phyteuma","Campanulaceae"
"Phyteuma hemisphaericum","Phyteuma","Campanulaceae"
"Phyteuma italicum","Phyteuma","Campanulaceae"
"Phyteuma michelii","Phyteuma","Campanulaceae"
"Phyteuma nigrum","Phyteuma","Campanulaceae"
"Phyteuma orbiculare","Phyteuma","Campanulaceae"
"Phyteuma ovatum","Phyteuma","Campanulaceae"
"Phyteuma pyrenaicum","Phyteuma","Campanulaceae"
"Phyteuma serratum","Phyteuma","Campanulaceae"
"Phyteuma spicatum","Phyteuma","Campanulaceae"
"Phyteuma villarsii","Phyteuma","Campanulaceae"
"Phytolacca americana","Phytolacca","Phytolaccaceae"
"Phytolacca dioica","Phytolacca","Phytolaccaceae"
"Picea abies","Picea","Pinaceae"
"Picnomon acarna","Picnomon","Asteraceae"
"Picris hieracioides","Picris","Asteraceae"
"Picris pauciflora","Picris","Asteraceae"
"Picris rhagadioloides","Picris","Asteraceae"
"Pilosella anchusoides","Pilosella","Asteraceae"
"Pilosella aurantiaca","Pilosella","Asteraceae"
"Pilosella auriculoides","Pilosella","Asteraceae"
"Pilosella billyana","Pilosella","Asteraceae"
"Pilosella breviscapa","Pilosella","Asteraceae"
"Pilosella caespitosa","Pilosella","Asteraceae"
"Pilosella corymbuloides","Pilosella","Asteraceae"
"Pilosella cymosa","Pilosella","Asteraceae"
"Pilosella cymosiformis","Pilosella","Asteraceae"
"Pilosella densiflora","Pilosella","Asteraceae"
"Pilosella erythrochrista","Pilosella","Asteraceae"
"Pilosella flagellaris","Pilosella","Asteraceae"
"Pilosella glacialis","Pilosella","Asteraceae"
"Pilosella guthnickiana","Pilosella","Asteraceae"
"Pilosella kralikii","Pilosella","Asteraceae"
"Pilosella lactucella","Pilosella","Asteraceae"
"Pilosella officinarum","Pilosella","Asteraceae"
"Pilosella peleteriana","Pilosella","Asteraceae"
"Pilosella piloselloides","Pilosella","Asteraceae"
"Pilosella rothiana","Pilosella","Asteraceae"
"Pilosella soleiroliana","Pilosella","Asteraceae"
"Pilosella stoloniflora","Pilosella","Asteraceae"
"Pilosella visianii","Pilosella","Asteraceae"
"Pilosella ziziana","Pilosella","Asteraceae"
"Pilularia globulifera","Pilularia","Marsileaceae"
"Pilularia minuta","Pilularia","Marsileaceae"
"Pimpinella anisum","Pimpinella","Apiaceae"
"Pimpinella eriocarpa","Pimpinella","Apiaceae"
"Pimpinella lutea","Pimpinella","Apiaceae"
"Pimpinella major","Pimpinella","Apiaceae"
"Pimpinella peregrina","Pimpinella","Apiaceae"
"Pimpinella puberula","Pimpinella","Apiaceae"
"Pimpinella saxifraga","Pimpinella","Apiaceae"
"Pimpinella siifolia","Pimpinella","Apiaceae"
"Pimpinella tragium","Pimpinella","Apiaceae"
"Pinguicula alpina","Pinguicula","Lentibulariaceae"
"Pinguicula arvetii","Pinguicula","Lentibulariaceae"
"Pinguicula corsica","Pinguicula","Lentibulariaceae"
"Pinguicula grandiflora","Pinguicula","Lentibulariaceae"
"Pinguicula hirtiflora","Pinguicula","Lentibulariaceae"
"Pinguicula leptoceras","Pinguicula","Lentibulariaceae"
"Pinguicula longifolia","Pinguicula","Lentibulariaceae"
"Pinguicula lusitanica","Pinguicula","Lentibulariaceae"
"Pinguicula reichenbachiana","Pinguicula","Lentibulariaceae"
"Pinguicula vulgaris","Pinguicula","Lentibulariaceae"
"Pinus banksiana","Pinus","Pinaceae"
"Pinus brutia","Pinus","Pinaceae"
"Pinus cembra","Pinus","Pinaceae"
"Pinus halepensis","Pinus","Pinaceae"
"Pinus mugo","Pinus","Pinaceae"
"Pinus nigra","Pinus","Pinaceae"
"Pinus pinaster","Pinus","Pinaceae"
"Pinus pinea","Pinus","Pinaceae"
"Pinus radiata","Pinus","Pinaceae"
"Pinus strobus","Pinus","Pinaceae"
"Pinus sylvestris","Pinus","Pinaceae"
"Piptatherum caerulescens","Piptatherum","Poaceae"
